election,year,county,constit,party,name,seats,quota,electorate,turnout,valid,spoilt,transfers,round_totals
Local Election,1999,Dublin,Finglas,Fianna Fáil,Dalgan Kirwan,4,2144,28140,10900,10715,,"[283, 140, 7, 11, 18, 17, 0, 0, 0]","[283, 423, 430, 441, 459, 476, 0, 0, 0]"
Local Election,1999,Dublin,Finglas,Green Party,Alison Larkin,4,2144,28140,10900,10715,,"[278, 22, 15, 37, 56, 0, 0, 0, 0]","[278, 300, 315, 352, 408, 0, 0, 0, 0]"
Local Election,1999,Dublin,Finglas,Workers' Party,John Dunne,4,2144,28140,10900,10715,,"[258, 19, 20, 18, 0, 0, 0, 0, 0]","[258, 277, 297, 315, 0, 0, 0, 0, 0]"
Local Election,1999,Dublin,Finglas,Independent,Billy Keegan,4,2144,28140,10900,10715,,"[161, 17, 15, 0, 0, 0, 0, 0, 0]","[161, 178, 193, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Dublin,North Inner City,Independent,Tony Gregory,5,1560,31134,9555,9357,,"[3394, -1834, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3394, 1560, 1560, 1560, 1560, 1560, 1560, 1560, 1560, 1560, 1560]"
Local Election,1999,Dublin,North Inner City,Labour Party,Joe Costello,5,1560,31134,9555,9357,,"[1159, 537, -136, 0, 0, 0, 0, 0, 0, 0, 0]","[1159, 1696, 1560, 1560, 1560, 1560, 1560, 1560, 1560, 1560, 1560]"
Local Election,1999,Dublin,North Inner City,Sinn Féin,Christy Burke,5,1560,31134,9555,9357,,"[1112, 350, 33, 7, 23, 23, 50, 0, 0, -38, 0]","[1112, 1462, 1495, 1502, 1525, 1548, 1598, 1598, 1598, 1560, 1560]"
Local Election,1999,Dublin,North Inner City,Fianna Fáil,Royston Brady,5,1560,31134,9555,9357,,"[939, 149, 12, 3, 10, 7, 8, 55, 62, 4, 134]","[939, 1088, 1100, 1103, 1113, 1120, 1128, 1183, 1245, 1249, 1383]"
Local Election,1999,Dublin,North Inner City,Fianna Fáil,Tony Kett,5,1560,31134,9555,9357,,"[795, 135, 7, 7, 7, 4, 7, 22, 50, 1, 94]","[795, 930, 937, 944, 951, 955, 962, 984, 1034, 1035, 1129]"
Local Election,1999,Dublin,North Inner City,Fianna Fáil,Tom Stafford,5,1560,31134,9555,9357,,"[590, 204, 14, 4, 7, 2, 15, 39, 61, 1, 93]","[590, 794, 808, 812, 819, 821, 836, 875, 936, 937, 1030]"
Local Election,1999,Dublin,North Inner City,Green Party,Sheila Fogarty,5,1560,31134,9555,9357,,"[432, 172, 23, 13, 11, 46, 29, 61, 141, 9, 0]","[432, 604, 627, 640, 651, 697, 726, 787, 928, 937, 0]"
Local Election,1999,Dublin,North Inner City,Fine Gael,Dave Kearney,5,1560,31134,9555,9357,,"[416, 94, 18, 5, 5, 5, 9, 27, 0, 0, 0]","[416, 510, 528, 533, 538, 543, 552, 579, 0, 0, 0]"
Local Election,1999,Dublin,North Inner City,Independent,Ernie Beggs,5,1560,31134,9555,9357,,"[193, 63, 5, 12, 27, 7, 26, 0, 0, 0, 0]","[193, 256, 261, 273, 300, 307, 333, 0, 0, 0, 0]"
Local Election,1999,Dublin,North Inner City,Workers' Party,Paul Hansard,5,1560,31134,9555,9357,,"[102, 42, 7, 3, 2, 31, 0, 0, 0, 0, 0]","[102, 144, 151, 154, 156, 187, 0, 0, 0, 0, 0]"
Local Election,1999,Dublin,North Inner City,Socialist Workers,Joe Carolan,5,1560,31134,9555,9357,,"[99, 27, 9, 3, 10, 0, 0, 0, 0, 0, 0]","[99, 126, 135, 138, 148, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Dublin,North Inner City,Independent,Martin Byrne,5,1560,31134,9555,9357,,"[73, 31, 5, 15, 0, 0, 0, 0, 0, 0, 0]","[73, 104, 109, 124, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Dublin,North Inner City,Independent,Thomas Prenderville,5,1560,31134,9555,9357,,"[53, 30, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[53, 83, 86, 0, 0, 0, 0, 0, 0, 0, 0]"
election,year,county,constit,party,name,seats,quota,electorate,turnout,valid,spoilt,transfers,round_totals
Local Election,1999,Dublin,Pembroke,Fine Gael,Joe Doyle,3,1841,20535,7457,7362,,"[1724, 48, 101, 0, 0]","[1724, 1772, 1873, 1873, 1873]"
Local Election,1999,Dublin,Pembroke,Labour Party,Dermot Lacey,3,1841,20535,7457,7362,,"[1632, 81, 54, 44, 260]","[1632, 1713, 1767, 1811, 2071]"
Local Election,1999,Dublin,Pembroke,Fianna Fáil,Chris Andrews,3,1841,20535,7457,7362,,"[1225, 36, 59, 298, 118]","[1225, 1261, 1320, 1618, 1736]"
Local Election,1999,Dublin,Pembroke,Green Party,Claire Wheeler,3,1841,20535,7457,7362,,"[930, 106, 99, 67, 177]","[930, 1036, 1135, 1202, 1379]"
Local Election,1999,Dublin,Pembroke,Fine Gael,Paddy McCartan,3,1841,20535,7457,7362,,"[579, 23, 71, 44, 0]","[579, 602, 673, 717, 0]"
Local Election,1999,Dublin,Pembroke,Fianna Fáil,Liz Donnelly,3,1841,20535,7457,7362,,"[453, 23, 44, 0, 0]","[453, 476, 520, 0, 0]"
Local Election,1999,Dublin,Pembroke,Progressive Democrats,Jason O'Mahony,3,1841,20535,7457,7362,,"[442, 28, 0, 0, 0]","[442, 470, 0, 0, 0]"
Local Election,1999,Dublin,Pembroke,Independent,Catherine Cavendish,3,1841,20535,7457,7362,,"[262, 0, 0, 0, 0]","[262, 0, 0, 0, 0]"
Local Election,1999,Dublin,Pembroke,Natural Law,John Burns,3,1841,20535,7457,7362,,"[63, 0, 0, 0, 0]","[63, 0, 0, 0, 0]"
Local Election,1999,Dublin,Pembroke,Independent,Ian Murphy,3,1841,20535,7457,7362,,"[52, 0, 0, 0, 0]","[52, 0, 0, 0, 0]"
Local Election,1999,Dublin,Rathmines,Fianna Fáil,Michael Donnelly,4,1664,25743,8436,8319,,"[1405, 5, 8, 13, 436, 0, -203]","[1405, 1410, 1418, 1431, 1867, 1867, 1664]"
Local Election,1999,Dublin,Rathmines,Green Party,Eamon Ryan,4,1664,25743,8436,8319,,"[1434, 19, 12, 91, 27, 182, 0]","[1434, 1453, 1465, 1556, 1583, 1765, 1765]"
Local Election,1999,Dublin,Rathmines,Fine Gael,Frances Fitzgerald,4,1664,25743,8436,8319,,"[1396, 3, 6, 3, 34, 202, 83]","[1396, 1399, 1405, 1408, 1442, 1644, 1727]"
Local Election,1999,Dublin,Rathmines,Labour Party,Mary Freehill,4,1664,25743,8436,8319,,"[1350, 6, 6, 49, 19, 91, 54]","[1350, 1356, 1362, 1411, 1430, 1521, 1575]"
Local Election,1999,Dublin,Rathmines,Fine Gael,Terence Cosgrave,4,1664,25743,8436,8319,,"[1164, 0, 13, 6, 26, 126, 61]","[1164, 1164, 1177, 1183, 1209, 1335, 1396]"
Local Election,1999,Dublin,Rathmines,Progressive Democrats,Alan Robinson,4,1664,25743,8436,8319,,"[685, 2, 2, 6, 28, 0, 0]","[685, 687, 689, 695, 723, 0, 0]"
Local Election,1999,Dublin,Rathmines,Fianna Fáil,Loughlin Deegan,4,1664,25743,8436,8319,,"[588, 1, 7, 6, 0, 0, 0]","[588, 589, 596, 602, 0, 0, 0]"
Local Election,1999,Dublin,Rathmines,Socialist Workers,Grace Lally,4,1664,25743,8436,8319,,"[178, 5, 6, 0, 0, 0, 0]","[178, 183, 189, 0, 0, 0, 0]"
Local Election,1999,Dublin,Rathmines,Independent,Gary Byrnes,4,1664,25743,8436,8319,,"[64, 9, 0, 0, 0, 0, 0]","[64, 73, 0, 0, 0, 0, 0]"
Local Election,1999,Dublin,Rathmines,Independent,Mir Kulhavy,4,1664,25743,8436,8319,,"[55, 0, 0, 0, 0, 0, 0]","[55, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Dublin,South-East Inner City,Fianna Fáil,Eoin Ryan,3,1454,18557,5930,5815,,"[968, 7, 36, 456, 0, 0]","[968, 975, 1011, 1467, 1467, 1467]"
Local Election,1999,Dublin,South-East Inner City,Labour Party,Kevin Humphreys,3,1454,18557,5930,5815,,"[959, 13, 31, 26, 156, 333]","[959, 972, 1003, 1029, 1185, 1518]"
Local Election,1999,Dublin,South-East Inner City,Green Party,Ciarán Cuffe,3,1454,18557,5930,5815,,"[839, 15, 30, 26, 142, 306]","[839, 854, 884, 910, 1052, 1358]"
Local Election,1999,Dublin,South-East Inner City,Sinn Féin,Daithí Doolan,3,1454,18557,5930,5815,,"[778, 10, 27, 16, 175, 59]","[778, 788, 815, 831, 1006, 1065]"
Local Election,1999,Dublin,South-East Inner City,Fine Gael,Mark Henry,3,1454,18557,5930,5815,,"[826, 2, 14, 53, 50, 0]","[826, 828, 842, 895, 945, 0]"
Local Election,1999,Dublin,South-East Inner City,Workers' Party,Tom Crilly,3,1454,18557,5930,5815,,"[568, 20, 46, 5, 0, 0]","[568, 588, 634, 639, 0, 0]"
Local Election,1999,Dublin,South-East Inner City,Fianna Fáil,Garry Keegan,3,1454,18557,5930,5815,,"[601, 2, 2, 0, 0, 0]","[601, 603, 605, 0, 0, 0]"
Local Election,1999,Dublin,South-East Inner City,Independent,Gabrielle Weafer-Arnold,3,1454,18557,5930,5815,,"[197, 9, 0, 0, 0, 0]","[197, 206, 0, 0, 0, 0]"
Local Election,1999,Dublin,South-East Inner City,Socialist Workers,Shay Ryan,3,1454,18557,5930,5815,,"[79, 0, 0, 0, 0, 0]","[79, 0, 0, 0, 0, 0]"
Local Election,1999,Dublin,South-West Inner City,Fianna Fáil,Mary Mooney,3,1563,20542,6394,6251,,"[939, 71, 45, 438, 151]","[939, 1010, 1055, 1493, 1644]"
Local Election,1999,Dublin,South-West Inner City,Fine Gael,Catherine Byrne,3,1563,20542,6394,6251,,"[971, 25, 63, 101, 475]","[971, 996, 1059, 1160, 1635]"
Local Election,1999,Dublin,South-West Inner City,Labour Party,John Gallagher,3,1563,20542,6394,6251,,"[1052, 85, 289, 40, 139]","[1052, 1137, 1426, 1466, 1605]"
Local Election,1999,Dublin,South-West Inner City,Sinn Féin,Ken Fitzgerald,3,1563,20542,6394,6251,,"[730, 104, 79, 60, 49]","[730, 834, 913, 973, 1022]"
Local Election,1999,Dublin,South-West Inner City,Fine Gael,Karl Rock,3,1563,20542,6394,6251,,"[763, 35, 61, 51, 0]","[763, 798, 859, 910, 0]"
Local Election,1999,Dublin,South-West Inner City,Fianna Fáil,Tom Brunkard,3,1563,20542,6394,6251,,"[713, 19, 25, 0, 0]","[713, 732, 757, 0, 0]"
Local Election,1999,Dublin,South-West Inner City,Green Party,Kristina McElroy,3,1563,20542,6394,6251,,"[577, 89, 0, 0, 0]","[577, 666, 0, 0, 0]"
Local Election,1999,Dublin,South-West Inner City,Independent,Martina Kenna,3,1563,20542,6394,6251,,"[425, 0, 0, 0, 0]","[425, 0, 0, 0, 0]"
Local Election,1999,Dublin,South-West Inner City,Independent,Denis Murphy,3,1563,20542,6394,6251,,"[81, 0, 0, 0, 0]","[81, 0, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Ballybrack,Fianna Fáil,Larry Butler,6,1615,31527,11443,11298,,"[1974, -359, 0, 0, 0, 0, 0, 0]","[1974, 1615, 1615, 1615, 1615, 1615, 1615, 1615]"
Local Election,1999,Dún Laoghaire–Rathdown,Ballybrack,Fine Gael,Donal Marren,6,1615,31527,11443,11298,,"[1611, 19, 0, 0, -15, 0, 0, 0]","[1611, 1630, 1630, 1630, 1615, 1615, 1615, 1615]"
Local Election,1999,Dún Laoghaire–Rathdown,Ballybrack,Fine Gael,Eoin Costello,6,1615,31527,11443,11298,,"[1107, 39, 11, 39, 3, 271, 37, 161]","[1107, 1146, 1157, 1196, 1199, 1470, 1507, 1668]"
Local Election,1999,Dún Laoghaire–Rathdown,Ballybrack,Fianna Fáil,Bernie Lowe,6,1615,31527,11443,11298,,"[872, 169, 18, 42, 1, 112, 103, 262]","[872, 1041, 1059, 1101, 1102, 1214, 1317, 1579]"
Local Election,1999,Dún Laoghaire–Rathdown,Ballybrack,Labour Party,Denis O'Callaghan,6,1615,31527,11443,11298,,"[1161, 21, 41, 60, 1, 27, 98, 63]","[1161, 1182, 1223, 1283, 1284, 1311, 1409, 1472]"
Local Election,1999,Dún Laoghaire–Rathdown,Ballybrack,Labour Party,Frank Smyth,6,1615,31527,11443,11298,,"[1063, 9, 42, 14, 0, 51, 129, 126]","[1063, 1072, 1114, 1128, 1128, 1179, 1308, 1434]"
Local Election,1999,Dún Laoghaire–Rathdown,Ballybrack,Green Party,Catherine Sweeney,6,1615,31527,11443,11298,,"[853, 14, 42, 39, 0, 122, 163, 134]","[853, 867, 909, 948, 948, 1070, 1233, 1367]"
Local Election,1999,Dún Laoghaire–Rathdown,Ballybrack,Independent,Larry Lohan,6,1615,31527,11443,11298,,"[722, 42, 15, 27, 2, 73, 46, 0]","[722, 764, 779, 806, 808, 881, 927, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Ballybrack,Sinn Féin,Michael Nolan,6,1615,31527,11443,11298,,"[697, 9, 40, 19, 2, 24, 0, 0]","[697, 706, 746, 765, 767, 791, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Ballybrack,Progressive Democrats,Felim Clear,6,1615,31527,11443,11298,,"[707, 29, 8, 20, 1, 0, 0, 0]","[707, 736, 744, 764, 765, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Ballybrack,Independent,John Kavanagh,6,1615,31527,11443,11298,,"[276, 6, 18, 0, 0, 0, 0, 0]","[276, 282, 300, 0, 0, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Ballybrack,Socialist Workers,David O'Sullivan,6,1615,31527,11443,11298,,"[155, 1, 0, 0, 0, 0, 0, 0]","[155, 156, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Ballybrack,Socialist Workers,Tom Mason,6,1615,31527,11443,11298,,"[100, 1, 0, 0, 0, 0, 0, 0]","[100, 101, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Blackrock,Fianna Fáil,Barry Andrews,4,1727,22155,8740,8630,,"[1791, -64, 0, 0, 0, 0, 0, 0]","[1791, 1727, 1727, 1727, 1727, 1727, 1727, 1727]"
Local Election,1999,Dún Laoghaire–Rathdown,Blackrock,Labour Party,Niamh Bhreathnach,4,1727,22155,8740,8630,,"[1672, 11, 9, 162, -127, 0, 0, 0]","[1672, 1683, 1692, 1854, 1727, 1727, 1727, 1727]"
Local Election,1999,Dún Laoghaire–Rathdown,Blackrock,Fine Gael,William Dockrell,4,1727,22155,8740,8630,,"[1101, 3, 6, 46, 15, 65, 113, 235]","[1101, 1104, 1110, 1156, 1171, 1236, 1349, 1584]"
Local Election,1999,Dún Laoghaire–Rathdown,Blackrock,Progressive Democrats,Victor Boyhan,4,1727,22155,8740,8630,,"[763, 5, 14, 27, 14, 116, 198, 179]","[763, 768, 782, 809, 823, 939, 1137, 1316]"
Local Election,1999,Dún Laoghaire–Rathdown,Blackrock,Fine Gael,Mary Brophy,4,1727,22155,8740,8630,,"[865, 4, 3, 45, 11, 59, 131, 193]","[865, 869, 872, 917, 928, 987, 1118, 1311]"
Local Election,1999,Dún Laoghaire–Rathdown,Blackrock,Labour Party,Marian White,4,1727,22155,8740,8630,,"[532, 2, 9, 107, 68, 233, 83, 0]","[532, 534, 543, 650, 718, 951, 1034, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Blackrock,Fianna Fáil,Barry Conway,4,1727,22155,8740,8630,,"[708, 35, 8, 37, 6, 59, 0, 0]","[708, 743, 751, 788, 794, 853, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Blackrock,Green Party,Anne Brogan-Young,4,1727,22155,8740,8630,,"[618, 2, 30, 36, 13, 0, 0, 0]","[618, 620, 650, 686, 699, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Blackrock,Labour Party,Sean Místéil,4,1727,22155,8740,8630,,"[474, 2, 9, 0, 0, 0, 0, 0]","[474, 476, 485, 0, 0, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Blackrock,Independent,Bill Stack,4,1727,22155,8740,8630,,"[106, 0, 0, 0, 0, 0, 0, 0]","[106, 106, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Dún Laoghaire,Labour Party,Eamon Gilmore,6,1816,34117,12928,12710,,"[2490, -674, 0, 0, 0, 0, 0, 0]","[2490, 1816, 1816, 1816, 1816, 1816, 1816, 1816]"
Local Election,1999,Dún Laoghaire–Rathdown,Dún Laoghaire,Fianna Fáil,Betty Coffey,6,1816,34117,12928,12710,,"[2187, 0, -371, 0, 0, 0, 0, 0]","[2187, 2187, 1816, 1816, 1816, 1816, 1816, 1816]"
Local Election,1999,Dún Laoghaire–Rathdown,Dún Laoghaire,Fine Gael,Liam T. Cosgrave,6,1816,34117,12928,12710,,"[1893, 0, 0, -77, 0, 0, 0, 0]","[1893, 1893, 1893, 1816, 1816, 1816, 1816, 1816]"
Local Election,1999,Dún Laoghaire–Rathdown,Dún Laoghaire,Progressive Democrats,Helen Keogh,6,1816,34117,12928,12710,,"[1530, 91, 51, 9, 106, 56, 0, -27]","[1530, 1621, 1672, 1681, 1787, 1843, 1843, 1816]"
Local Election,1999,Dún Laoghaire–Rathdown,Dún Laoghaire,Labour Party,Jane Dillon-Byrne,6,1816,34117,12928,12710,,"[902, 354, 39, 5, 74, 35, 204, 6]","[902, 1256, 1295, 1300, 1374, 1409, 1613, 1619]"
Local Election,1999,Dún Laoghaire–Rathdown,Dún Laoghaire,Green Party,Vincent MacDowell,6,1816,34117,12928,12710,,"[1119, 86, 18, 2, 28, 43, 220, 8]","[1119, 1205, 1223, 1225, 1253, 1296, 1516, 1524]"
Local Election,1999,Dún Laoghaire–Rathdown,Dún Laoghaire,Fine Gael,Barbara Robinson-Smyth,6,1816,34117,12928,12710,,"[1027, 40, 17, 19, 215, 17, 166, 13]","[1027, 1067, 1084, 1103, 1318, 1335, 1501, 1514]"
Local Election,1999,Dún Laoghaire–Rathdown,Dún Laoghaire,Fianna Fáil,Eimear McAuliffe,6,1816,34117,12928,12710,,"[779, 38, 79, 3, 29, 329, 0, 0]","[779, 817, 896, 899, 928, 1257, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Dún Laoghaire,Fianna Fáil,Peter Lawlor,6,1816,34117,12928,12710,,"[373, 22, 145, 2, 18, 0, 0, 0]","[373, 395, 540, 542, 560, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Dún Laoghaire,Fine Gael,Barbara Culleton,6,1816,34117,12928,12710,,"[410, 43, 22, 37, 0, 0, 0, 0]","[410, 453, 475, 512, 0, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Dundrum,Fianna Fáil,Tony Fox,6,1865,32716,13201,13051,,"[2828, -963, 0, 0, 0, 0, 0, 0, 0, 0]","[2828, 1865, 1865, 1865, 1865, 1865, 1865, 1865, 1865, 1865]"
Local Election,1999,Dún Laoghaire–Rathdown,Dundrum,Fine Gael,Mary Elliot,6,1865,32716,13201,13051,,"[1844, 94, 0, -73, 0, 0, 0, 0, 0, 0]","[1844, 1938, 1938, 1865, 1865, 1865, 1865, 1865, 1865, 1865]"
Local Election,1999,Dún Laoghaire–Rathdown,Dundrum,Fine Gael,Pat Hand,6,1865,32716,13201,13051,,"[1310, 74, 24, 18, 381, 130, 0, -72, 0, 0]","[1310, 1384, 1408, 1426, 1807, 1937, 1937, 1865, 1865, 1865]"
Local Election,1999,Dún Laoghaire–Rathdown,Dundrum,Fianna Fáil,Tony Kelly,6,1865,32716,13201,13051,,"[1108, 159, 12, 4, 24, 51, 92, 11, 589, -185]","[1108, 1267, 1279, 1283, 1307, 1358, 1450, 1461, 2050, 1865]"
Local Election,1999,Dún Laoghaire–Rathdown,Dundrum,Fianna Fáil,Trevor Matthews,6,1865,32716,13201,13051,,"[1221, 292, 9, 13, 30, 68, 156, 15, 235, 0]","[1221, 1513, 1522, 1535, 1565, 1633, 1789, 1804, 2039, 2039]"
Local Election,1999,Dún Laoghaire–Rathdown,Dundrum,Labour Party,Aidan Culhane,6,1865,32716,13201,13051,,"[1118, 54, 18, 7, 37, 35, 154, 14, 88, 87]","[1118, 1172, 1190, 1197, 1234, 1269, 1423, 1437, 1525, 1612]"
Local Election,1999,Dún Laoghaire–Rathdown,Dundrum,Green Party,Dominic Leonard,6,1865,32716,13201,13051,,"[794, 34, 39, 4, 21, 127, 181, 22, 63, 96]","[794, 828, 867, 871, 892, 1019, 1200, 1222, 1285, 1381]"
Local Election,1999,Dún Laoghaire–Rathdown,Dundrum,Fianna Fáil,David Boylan,6,1865,32716,13201,13051,,"[859, 170, 11, 9, 13, 54, 60, 10, 0, 0]","[859, 1029, 1040, 1049, 1062, 1116, 1176, 1186, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Dundrum,Progressive Democrats,John Smyth,6,1865,32716,13201,13051,,"[670, 27, 15, 3, 40, 53, 0, 0, 0, 0]","[670, 697, 712, 715, 755, 808, 0, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Dundrum,Independent,Richard Greene,6,1865,32716,13201,13051,,"[506, 35, 74, 5, 27, 0, 0, 0, 0, 0]","[506, 541, 615, 620, 647, 0, 0, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Dundrum,Fine Gael,Michael O'Driscoll,6,1865,32716,13201,13051,,"[565, 16, 7, 10, 0, 0, 0, 0, 0, 0]","[565, 581, 588, 598, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Dundrum,Independent,Shane Egan,6,1865,32716,13201,13051,,"[228, 8, 0, 0, 0, 0, 0, 0, 0, 0]","[228, 236, 0, 0, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Glencullen,Fine Gael,Olivia Mitchell,3,1229,14466,4969,4912,,"[1752, -523, 0, 0, 0]","[1752, 1229, 1229, 1229, 1229]"
Local Election,1999,Dún Laoghaire–Rathdown,Glencullen,Fianna Fáil,Maria Corrigan,3,1229,14466,4969,4912,,"[975, 105, 35, 82, 133]","[975, 1080, 1115, 1197, 1330]"
Local Election,1999,Dún Laoghaire–Rathdown,Glencullen,Fianna Fáil,James Murphy,3,1229,14466,4969,4912,,"[1018, 57, 43, 33, 69]","[1018, 1075, 1118, 1151, 1220]"
Local Election,1999,Dún Laoghaire–Rathdown,Glencullen,Fine Gael,Hugh Walsh,3,1229,14466,4969,4912,,"[269, 248, 28, 89, 243]","[269, 517, 545, 634, 877]"
Local Election,1999,Dún Laoghaire–Rathdown,Glencullen,Labour Party,Pat Fitzgerald,3,1229,14466,4969,4912,,"[371, 54, 25, 140, 0]","[371, 425, 450, 590, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Glencullen,Green Party,Tara Skakie,3,1229,14466,4969,4912,,"[355, 40, 38, 0, 0]","[355, 395, 433, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Glencullen,Independent,Pete Doyle,3,1229,14466,4969,4912,,"[172, 19, 0, 0, 0]","[172, 191, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Stillorgan,Fine Gael,Louise Cosgrave,3,1687,15698,6822,6747,,"[1149, 51, 55, 90, 203, 558, -419]","[1149, 1200, 1255, 1345, 1548, 2106, 1687]"
Local Election,1999,Dún Laoghaire–Rathdown,Stillorgan,Progressive Democrats,Fiona O'Malley,3,1687,15698,6822,6747,,"[906, 54, 61, 92, 151, 131, 255]","[906, 960, 1021, 1113, 1264, 1395, 1650]"
Local Election,1999,Dún Laoghaire–Rathdown,Stillorgan,Fianna Fáil,Don Lydon,3,1687,15698,6822,6747,,"[781, 25, 347, 166, 54, 123, 52]","[781, 806, 1153, 1319, 1373, 1496, 1548]"
Local Election,1999,Dún Laoghaire–Rathdown,Stillorgan,Independent,Gearoid O'Keeffe,3,1687,15698,6822,6747,,"[864, 61, 48, 157, 157, 95, 112]","[864, 925, 973, 1130, 1287, 1382, 1494]"
Local Election,1999,Dún Laoghaire–Rathdown,Stillorgan,Fine Gael,Donal Lowry,3,1687,15698,6822,6747,,"[759, 28, 31, 77, 98, 0, 0]","[759, 787, 818, 895, 993, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Stillorgan,Labour Party,Margaret McCluskey,3,1687,15698,6822,6747,,"[587, 108, 38, 52, 0, 0, 0]","[587, 695, 733, 785, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Stillorgan,Independent,Richard Greene,3,1687,15698,6822,6747,,"[598, 81, 38, 0, 0, 0, 0]","[598, 679, 717, 0, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Stillorgan,Fianna Fáil,Gerry Horkan,3,1687,15698,6822,6747,,"[634, 22, 0, 0, 0, 0, 0]","[634, 656, 0, 0, 0, 0, 0]"
Local Election,1999,Dún Laoghaire–Rathdown,Stillorgan,Green Party,Larry Gordon,3,1687,15698,6822,6747,,"[469, 0, 0, 0, 0, 0, 0]","[469, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Fingal,Balbriggan,Independent,David O'Connor,4,1931,21725,9761,9652,,"[1717, 17, 36, 82, 46, 271, -238]","[1717, 1734, 1770, 1852, 1898, 2169, 1931]"
Local Election,1999,Fingal,Balbriggan,Fine Gael,Cathal Boland,4,1931,21725,9761,9652,,"[1112, 49, 90, 78, 578, 236, 0]","[1112, 1161, 1251, 1329, 1907, 2143, 2143]"
Local Election,1999,Fingal,Balbriggan,Labour Party,Sean Sweeney,4,1931,21725,9761,9652,,"[997, 74, 18, 257, 93, 215, 105]","[997, 1071, 1089, 1346, 1439, 1654, 1759]"
Local Election,1999,Fingal,Balbriggan,Fianna Fáil,Dermot Murray,4,1931,21725,9761,9652,,"[1142, 10, 135, 186, 53, 174, 25]","[1142, 1152, 1287, 1473, 1526, 1700, 1725]"
Local Election,1999,Fingal,Balbriggan,Fianna Fáil,Catherine Clarke,4,1931,21725,9761,9652,,"[1119, 16, 144, 28, 64, 105, 17]","[1119, 1135, 1279, 1307, 1371, 1476, 1493]"
Local Election,1999,Fingal,Balbriggan,Green Party,Therese Fingleton,4,1931,21725,9761,9652,,"[880, 62, 31, 133, 122, 0, 0]","[880, 942, 973, 1106, 1228, 0, 0]"
Local Election,1999,Fingal,Balbriggan,Fine Gael,Tom O'Leary,4,1931,21725,9761,9652,,"[908, 55, 113, 27, 0, 0, 0]","[908, 963, 1076, 1103, 0, 0, 0]"
Local Election,1999,Fingal,Balbriggan,Labour Party,Monica Harford,4,1931,21725,9761,9652,,"[732, 136, 13, 0, 0, 0, 0]","[732, 868, 881, 0, 0, 0, 0]"
Local Election,1999,Fingal,Balbriggan,Fianna Fáil,Briege Otto,4,1931,21725,9761,9652,,"[588, 23, 0, 0, 0, 0, 0]","[588, 611, 0, 0, 0, 0, 0]"
Local Election,1999,Fingal,Balbriggan,Labour Party,Ciaran Byrne,4,1931,21725,9761,9652,,"[457, 0, 0, 0, 0, 0, 0]","[457, 0, 0, 0, 0, 0, 0]"
Local Election,1999,Fingal,Castleknock,Independent,Sheila Terry,4,1725,20480,8695,8623,,"[2057, -332, 0, 0, 0, 0, 0]","[2057, 1725, 1725, 1725, 1725, 1725, 1725]"
Local Election,1999,Fingal,Castleknock,Progressive Democrats,Tom Morrissey,4,1725,20480,8695,8623,,"[1218, 48, 37, 26, 116, 156, 200]","[1218, 1266, 1303, 1329, 1445, 1601, 1801]"
